prompt,completion
"What was the Percent Birthing Persons of Color in Newberry, South Carolina, in 2022?","The Percent Birthing Persons of Color in Newberry, South Carolina, in 2022 was 54,4."
"What was the Percent Black Non-Hispanic Birthing Persons in Newberry, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Newberry, South Carolina, in 2022 was 39,3."
"What was the Percent Hispanic Birthing Persons in Newberry, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Newberry, South Carolina, in 2022 was 14,5."
"What was the Percent Other Non-Hispanic Birthing Persons in Newberry, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Newberry, South Carolina, in 2022 was 0,5."
"What was the Percent Premature Deliveries in Newberry, South Carolina, in 2022?","The Percent Premature Deliveries in Newberry, South Carolina, in 2022 was 12."
"What was the Percent Low Birthweight Deliveries in Newberry, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Newberry, South Carolina, in 2022 was 11,8."
"What was the Percent Chronic Physical Health Conditions in Newberry, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Newberry, South Carolina, in 2022 was 27,6."
"What was the Percent Chronic Behavioral Health Conditions in Newberry, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Newberry, South Carolina, in 2022 was 27,6."
"What was the SMM Per 10000 Deliveries in Newberry, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Newberry, South Carolina, in 2022 was 50,1."
"What was the Percent Potentially Avoidable Primary Cesareans in Newberry, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Newberry, South Carolina, in 2022 was 26,8."
"What was the Maternity Care Desert in Newberry, South Carolina, in 2022?","The Maternity Care Desert in Newberry, South Carolina, in 2022 was Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Newberry, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Newberry, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Newberry, South Carolina, in 2022?","The MVI Reproductive Health in Newberry, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Newberry, South Carolina, in 2022?","The MVI Physical Health in Newberry, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Newberry, South Carolina, in 2022?","The MVI Mental Health in Newberry, South Carolina, in 2022 was Med."
"What was the MVI General Health in Newberry, South Carolina, in 2022?","The MVI General Health in Newberry, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Newberry, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Newberry, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Newberry, South Carolina, in 2022?","The MVI Physical Environment in Newberry, South Carolina, in 2022 was High."
"What was the population of Newberry, South Carolina, in 2022?","The population of Newberry, South Carolina, in 2022 was 37719."
"What is the area in square kilometers of Newberry, South Carolina?","The area of Newberry, South Carolina, is 1676,463601 square kilometers."
"What is the GNIS name associated with Newberry, South Carolina?","The GNIS name associated with Newberry, South Carolina, is Newberry County."
"What was the Total Deliveries in Lexington, South Carolina, in 2022?","The Total Deliveries in Lexington, South Carolina, in 2022 was 3127."
"What was the Percent Total Deliveries in Lexington, South Carolina, in 2022?","The Percent Total Deliveries in Lexington, South Carolina, in 2022 was 6,5."
"What was the Percent Medicaid Deliveries in Lexington, South Carolina, in 2022?","The Percent Medicaid Deliveries in Lexington, South Carolina, in 2022 was 54,7."
"What was the Percent Uninsured Deliveries in Lexington, South Carolina, in 2022?","The Percent Uninsured Deliveries in Lexington, South Carolina, in 2022 was 1,3."
"What was the Percent Rural Deliveries in Lexington, South Carolina, in 2022?","The Percent Rural Deliveries in Lexington, South Carolina, in 2022 was 23,1."
"What was the Percent Birthing Persons of Color in Lexington, South Carolina, in 2022?","The Percent Birthing Persons of Color in Lexington, South Carolina, in 2022 was 36,7."
"What was the Percent Black Non-Hispanic Birthing Persons in Lexington, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Lexington, South Carolina, in 2022 was 20,2."
"What was the Percent Hispanic Birthing Persons in Lexington, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Lexington, South Carolina, in 2022 was 12,5."
"What was the Percent Other Non-Hispanic Birthing Persons in Lexington, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Lexington, South Carolina, in 2022 was 4."
"What was the Percent Premature Deliveries in Lexington, South Carolina, in 2022?","The Percent Premature Deliveries in Lexington, South Carolina, in 2022 was 10,1."
"What was the Percent Low Birthweight Deliveries in Lexington, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Lexington, South Carolina, in 2022 was 8,6."
"What was the Percent Chronic Physical Health Conditions in Lexington, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Lexington, South Carolina, in 2022 was 26,6."
"What was the Percent Chronic Behavioral Health Conditions in Lexington, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Lexington, South Carolina, in 2022 was 24,2."
"What was the SMM Per 10000 Deliveries in Lexington, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Lexington, South Carolina, in 2022 was 118,3."
"What was the Percent Potentially Avoidable Primary Cesareans in Lexington, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Lexington, South Carolina, in 2022 was 22,2."
"What was the Maternity Care Desert in Lexington, South Carolina, in 2022?","The Maternity Care Desert in Lexington, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Lexington, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Lexington, South Carolina, in 2022 was Med."
"What was the MVI Reproductive Health in Lexington, South Carolina, in 2022?","The MVI Reproductive Health in Lexington, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Lexington, South Carolina, in 2022?","The MVI Physical Health in Lexington, South Carolina, in 2022 was Med."
"What was the MVI Mental Health in Lexington, South Carolina, in 2022?","The MVI Mental Health in Lexington, South Carolina, in 2022 was Med."
"What was the MVI General Health in Lexington, South Carolina, in 2022?","The MVI General Health in Lexington, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Lexington, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Lexington, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Lexington, South Carolina, in 2022?","The MVI Physical Environment in Lexington, South Carolina, in 2022 was High."
"What was the population of Lexington, South Carolina, in 2022?","The population of Lexington, South Carolina, in 2022 was 293991."
"What is the area in square kilometers of Lexington, South Carolina?","The area of Lexington, South Carolina, is 1962,230244 square kilometers."
"What is the GNIS name associated with Lexington, South Carolina?","The GNIS name associated with Lexington, South Carolina, is Lexington County."
"What was the Total Deliveries in Anderson, South Carolina, in 2022?","The Total Deliveries in Anderson, South Carolina, in 2022 was 2069."
"What was the Percent Total Deliveries in Anderson, South Carolina, in 2022?","The Percent Total Deliveries in Anderson, South Carolina, in 2022 was 4,3."
"What was the Percent Medicaid Deliveries in Anderson, South Carolina, in 2022?","The Percent Medicaid Deliveries in Anderson, South Carolina, in 2022 was 61,3."
"What was the Percent Uninsured Deliveries in Anderson, South Carolina, in 2022?","The Percent Uninsured Deliveries in Anderson, South Carolina, in 2022 was 1,3."
"What was the Percent Rural Deliveries in Anderson, South Carolina, in 2022?","The Percent Rural Deliveries in Anderson, South Carolina, in 2022 was 36,5."
"What was the Percent Birthing Persons of Color in Anderson, South Carolina, in 2022?","The Percent Birthing Persons of Color in Anderson, South Carolina, in 2022 was 28,6."
"What was the Percent Black Non-Hispanic Birthing Persons in Anderson, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Anderson, South Carolina, in 2022 was 19,1."
"What was the Percent Hispanic Birthing Persons in Anderson, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Anderson, South Carolina, in 2022 was 8."
"What was the Percent Other Non-Hispanic Birthing Persons in Anderson, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Anderson, South Carolina, in 2022 was 1,4."
"What was the Percent Premature Deliveries in Anderson, South Carolina, in 2022?","The Percent Premature Deliveries in Anderson, South Carolina, in 2022 was 10,8."
"What was the Percent Low Birthweight Deliveries in Anderson, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Anderson, South Carolina, in 2022 was 8,6."
"What was the Percent Chronic Physical Health Conditions in Anderson, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Anderson, South Carolina, in 2022 was 22,8."
"What was the Percent Chronic Behavioral Health Conditions in Anderson, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Anderson, South Carolina, in 2022 was 28,8."
"What was the SMM Per 10000 Deliveries in Anderson, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Anderson, South Carolina, in 2022 was 111,2."
"What was the Percent Potentially Avoidable Primary Cesareans in Anderson, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Anderson, South Carolina, in 2022 was 25,2."
"What was the Maternity Care Desert in Anderson, South Carolina, in 2022?","The Maternity Care Desert in Anderson, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Anderson, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Anderson, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Anderson, South Carolina, in 2022?","The MVI Reproductive Health in Anderson, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Anderson, South Carolina, in 2022?","The MVI Physical Health in Anderson, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Anderson, South Carolina, in 2022?","The MVI Mental Health in Anderson, South Carolina, in 2022 was Med."
"What was the MVI General Health in Anderson, South Carolina, in 2022?","The MVI General Health in Anderson, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Anderson, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Anderson, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Anderson, South Carolina, in 2022?","The MVI Physical Environment in Anderson, South Carolina, in 2022 was High."
"What was the population of Anderson, South Carolina, in 2022?","The population of Anderson, South Carolina, in 2022 was 203718."
"What is the area in square kilometers of Anderson, South Carolina?","The area of Anderson, South Carolina, is 1957,421499 square kilometers."
"What is the GNIS name associated with Anderson, South Carolina?","The GNIS name associated with Anderson, South Carolina, is Anderson County."
"What was the Total Deliveries in Beaufort, South Carolina, in 2022?","The Total Deliveries in Beaufort, South Carolina, in 2022 was 1559."
"What was the Percent Total Deliveries in Beaufort, South Carolina, in 2022?","The Percent Total Deliveries in Beaufort, South Carolina, in 2022 was 3,2."
"What was the Percent Medicaid Deliveries in Beaufort, South Carolina, in 2022?","The Percent Medicaid Deliveries in Beaufort, South Carolina, in 2022 was 49,1."
"What was the Percent Uninsured Deliveries in Beaufort, South Carolina, in 2022?","The Percent Uninsured Deliveries in Beaufort, South Carolina, in 2022 was 0,9."
